Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Chymotrypsin CID,Coverage (%) Chymotrypsin EtHCD,Coverage (%) Tryspsin CID,Coverage (%) Trypsin EtHCD,Area Chymotrypsin CID,Area Chymotrypsin EtHCD,Area Tryspsin CID,Area Trypsin EtHCD,#Peptides,#Unique,#Spec Chymotrypsin CID,#Spec Chymotrypsin EtHCD,#Spec Tryspsin CID,#Spec Trypsin EtHCD,PTM,Avg. Mass,Description
450,298,P61158|ARP3_HUMAN,256.41,46,25,17,25,28,3.4661E7,1.7618E7,1.0498E7,1.0639E7,26,26,14,5,15,11,Acetylation (N-term); Oxidation (M); Carbamidomethylation,47371,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3
322,339,Q6KB66|K2C80_HUMAN,256.20,65,18,4,58,18,9.4796E6,6.4426E5,1.7587E7,6.7829E6,35,26,11,6,44,13,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; 3 more,50525,Keratin  type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2
370,265,P25705|ATPA_HUMAN,255.36,49,11,2,39,23,3.6912E6,4.357E5,1.7036E7,1.1604E7,34,34,7,2,36,15,Oxidation (M),59751,ATP synthase subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1
465,338,P61160|ARP2_HUMAN,254.44,64,35,18,37,13,2.867E7,1.9999E7,5.815E6,4.6445E6,26,25,14,7,15,6,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Pyro-glu from Q,44761,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1
420,359,Q6UVK1|CSPG4_HUMAN,254.43,18,11,3,8,2,2.1165E7,4.274E6,7.861E6,4.0761E6,36,36,24,5,17,4,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,250534,Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2
373,246,Q15323|K1H1_HUMAN,254.31,59,2,0,47,51,,,3.6085E6,3.9366E6,31,3,3,0,33,24,Acetylation (K); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Carbamylation; Pyro-glu from Q; 3 more,47237,Keratin  type I cuticular Ha1 OS=Homo sapiens OX=9606 GN=KRT31 PE=1 SV=3
350,721,P06310|KV230_HUMAN,253.30,74,38,23,74,60,2.581E7,,6.1318E7,2.4742E7,30,10,15,9,34,11,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Methylation(KR); 9 more,13185,Immunoglobulin kappa variable 2-30 OS=Homo sapiens OX=9606 GN=IGKV2-30 PE=3 SV=2
409,361,Q9UNW1|MINP1_HUMAN,252.56,59,32,19,27,25,4.9787E7,3.0344E7,1.8025E7,1.8467E7,33,33,15,8,15,14,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Addition of Carbon to cysteine,55051,Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1
430,274,Q6XQN6|PNCB_HUMAN,252.51,58,28,6,46,19,3.9921E7,3.7557E6,1.7695E7,1.4256E7,30,30,14,2,25,8,Acetylation (N-term); Oxidation (M); Carbamidomethylation,57578,Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2
483,297,P49221|TGM4_HUMAN,252.02,40,14,6,31,6,1.3883E7,1.1078E7,7.1511E6,3.431E6,28,28,10,4,19,4,Carbamidomethylation; Pyro-glu from Q,77145,Protein-glutamine gamma-glutamyltransferase 4 OS=Homo sapiens OX=9606 GN=TGM4 PE=1 SV=2
374,290,Q9Y2S2|CRYL1_HUMAN,251.99,63,24,28,43,30,3.0393E7,3.4281E7,2.0477E7,2.8995E7,28,28,14,8,26,12,Oxidation (M); Deamidation (NQ); Carbamidomethylation,35419,Lambda-crystallin homolog OS=Homo sapiens OX=9606 GN=CRYL1 PE=1 SV=3
208,556,P01762|HV311_HUMAN,251.54,84,60,38,79,51,,,6.9334E6,9.994E6,56,8,24,9,76,23,Acetylation (N-term); Oxidation (M); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; 13 more,12909,Immunoglobulin heavy variable 3-11 OS=Homo sapiens OX=9606 GN=IGHV3-11 PE=1 SV=2
413,300,P04278|SHBG_HUMAN,251.26,71,38,32,44,24,3.3591E7,2.6547E7,9.8057E6,1.2274E7,33,33,15,9,19,8,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,43779,Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=2
161,656,Q7Z3Y7|K1C28_HUMAN,251.19,19,14,13,13,13,,,2.5122E5,1.8296E6,45,2,38,24,74,34,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); 3 more,50567,Keratin  type I cytoskeletal 28 OS=Homo sapiens OX=9606 GN=KRT28 PE=1 SV=2
518,303,P55291|CAD15_HUMAN,250.68,28,15,8,22,6,2.7898E7,2.1649E7,7.2525E6,3.4579E6,22,22,13,4,13,3,Deamidation (NQ); Carbamidomethylation,88916,Cadherin-15 OS=Homo sapiens OX=9606 GN=CDH15 PE=1 SV=1
496,252,O43490|PROM1_HUMAN,250.54,34,14,9,18,6,1.0253E7,1.5577E7,6.6106E6,1.6718E6,24,24,9,6,15,6,Deamidation (NQ); Carbamidomethylation,97202,Prominin-1 OS=Homo sapiens OX=9606 GN=PROM1 PE=1 SV=1
469,317,P12830|CADH1_HUMAN,250.43,32,22,19,7,5,2.5033E7,3.2757E7,4.2663E6,2.3662E6,27,27,21,11,6,3,Deamidation (NQ); Carbamidomethylation; Amidation; Mutation,97456,Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=3
503,257,P08582|TRFM_HUMAN,250.35,37,4,0,32,18,1.8034E6,,9.1099E6,7.0168E6,22,22,3,0,24,8,Deamidation (NQ); Carbamidomethylation; Pyro-carbamidomethyl,80215,Melanotransferrin OS=Homo sapiens OX=9606 GN=MELTF PE=1 SV=2
452,496,P61106|RAB14_HUMAN,250.13,68,42,33,67,29,8.9314E6,9.54E6,9.8355E6,3.5705E6,26,20,11,7,22,5,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,23897,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4
330,441,P01034|CYTC_HUMAN,250.12,77,38,31,63,51,1.4452E8,1.3065E8,7.7105E7,2.6956E8,36,36,15,10,28,20,Oxidation (M); Carbamidomethylation; Carbamylation,15799,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1
248,387,Q86Y46|K2C73_HUMAN,250.04,22,14,11,17,14,,,,,46,0,28,21,41,16,Acetylation (K); Deamidation (NQ); Carbamidomethylation; Carbamylation; Sodium adduct; 4 more,58923,Keratin  type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1
385,319,P07355|ANXA2_HUMAN,249.66,66,12,12,58,42,4.1335E6,2.6723E6,3.6368E7,3.0676E7,29,28,4,4,31,19,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Pyro-glu from Q,38604,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2
479,412,P22732|GTR5_HUMAN,249.32,38,35,20,9,6,7.3603E7,1.3123E8,6.6105E6,6.1117E6,24,24,21,9,6,2,Phosphorylation (STY),54974,Solute carrier family 2  facilitated glucose transporter member 5 OS=Homo sapiens OX=9606 GN=SLC2A5 PE=1 SV=1
331,743,A2NJV5|KV229_HUMAN,249.29,68,55,45,58,42,,,,,36,0,21,17,26,9,Acetylation (K); Deamidation (NQ); Carbamidomethylation; Methylation(KR); Carbamylation; 8 more,13085,Immunoglobulin kappa variable 2-29 OS=Homo sapiens OX=9606 GN=IGKV2-29 PE=3 SV=2
393,352,P18669|PGAM1_HUMAN,249.18,80,43,43,52,50,1.8529E7,3.1079E7,2.7394E7,3.1636E7,33,33,12,12,19,13,Oxidation (M); Carbamidomethylation,28804,Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2
451,315,O76009|KT33A_HUMAN,248.89,48,2,0,45,42,,,,,26,0,3,0,23,19,Acetylation (N-term); Acetylation (K); Carbamidomethylation; Dehydration; Pyro-glu from Q; 3 more,45940,Keratin  type I cuticular Ha3-I OS=Homo sapiens OX=9606 GN=KRT33A PE=2 SV=2
435,382,Q14314|FGL2_HUMAN,248.72,51,10,8,38,25,7.0487E6,1.8598E7,2.2397E7,1.7023E7,29,29,7,3,26,12,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,50229,Fibroleukin OS=Homo sapiens OX=9606 GN=FGL2 PE=1 SV=1
377,827,P61769|B2MG_HUMAN,248.48,71,39,50,51,58,1.9311E8,1.3469E8,7.7491E7,8.1922E7,25,25,19,14,15,11,Deamidation (NQ); Carbamidomethylation; Carbamylation; Ammonia-loss (N),13715,Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1
445,326,Q9UKU6|TRHDE_HUMAN,248.48,31,10,8,19,11,8.8648E6,2.7018E6,1.0214E7,6.8546E6,30,30,12,5,20,9,Oxidation (M); Deamidation (NQ); Carbamidomethylation,116999,Thyrotropin-releasing hormone-degrading ectoenzyme OS=Homo sapiens OX=9606 GN=TRHDE PE=2 SV=1
434,405,Q14118|DAG1_HUMAN,248.41,23,13,15,18,15,3.2634E7,5.7056E7,2.9107E7,3.0387E7,22,22,9,13,13,13,Oxidation (M); Deamidation (NQ); Carbamidomethylation,97441,Dystroglycan OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2
453,575,P62937|PPIA_HUMAN,248.21,78,35,34,66,52,1.2516E7,9.9682E6,2.5182E7,2.2867E7,25,23,9,6,21,9,Oxidation (M); Deamidation (NQ); Carbamidomethylation,18012,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2
276,671,P04430|KV116_HUMAN,248.06,67,56,40,54,49,1.3626E6,,1.6665E6,1.21E6,30,3,30,17,32,13,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; 3 more,12618,Immunoglobulin kappa variable 1-16 OS=Homo sapiens OX=9606 GN=IGKV1-16 PE=1 SV=2
536,406,P04075|ALDOA_HUMAN,247.57,52,5,9,41,36,,5.5724E5,1.3529E7,6.6933E6,17,11,4,3,16,7,Oxidation (M); Carbamidomethylation; Carbamylation,39420,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
147,495,Q7Z3Y8|K1C27_HUMAN,247.53,28,11,9,20,12,,,6.9879E5,,46,1,33,19,82,48,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Dihydroxy; 4 more,49822,Keratin  type I cytoskeletal 27 OS=Homo sapiens OX=9606 GN=KRT27 PE=1 SV=2
474,385,O95154|ARK73_HUMAN,247.03,62,17,26,41,25,1.1514E6,5.6948E6,1.3704E7,1.2181E7,19,12,6,10,16,8,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,37206,Aflatoxin B1 aldehyde reductase member 3 OS=Homo sapiens OX=9606 GN=AKR7A3 PE=1 SV=2
313,759,A0A0C4DH67|KV108_HUMAN,246.99,43,30,29,43,38,,,,,45,0,12,16,29,19,Deamidation (NQ); Pyro-glu from Q; Biotinylation; Oxidation or Hydroxylation; Mutation,12537,Immunoglobulin kappa variable 1-8 OS=Homo sapiens OX=9606 GN=IGKV1-8 PE=3 SV=1
428,375,P11766|ADHX_HUMAN,246.22,61,42,26,31,16,5.8025E7,3.824E7,1.1243E7,9.1026E6,30,30,20,11,13,5,Carbamidomethylation; Pyro-glu from Q,39724,Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4
340,684,A0A075B6S2|KVD29_HUMAN,245.80,73,55,45,65,42,2.1449E7,3.4005E7,,,35,5,20,14,27,9,Acetylation (K); Deamidation (NQ); Carbamidomethylation; Methylation(KR); Carbamylation; 8 more,13143,Immunoglobulin kappa variable 2D-29 OS=Homo sapiens OX=9606 GN=IGKV2D-29 PE=3 SV=1
575,419,P04424|ARLY_HUMAN,245.48,38,14,11,21,10,8.7157E6,6.1582E6,5.0126E6,2.5746E6,23,23,8,4,12,3,Oxidation (M),51658,Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4
279,379,Q3SY84|K2C71_HUMAN,245.44,35,10,8,23,21,,,1.5586E6,1.599E6,42,4,24,17,33,15,Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamylation; Dehydration; 3 more,57292,Keratin  type II cytoskeletal 71 OS=Homo sapiens OX=9606 GN=KRT71 PE=1 SV=3
501,568,P52565|GDIR1_HUMAN,245.37,76,37,31,42,22,2.9079E7,3.6293E7,1.1304E7,1.0323E7,22,18,12,10,9,5,Acetylation (N-term); Oxidation (M),23207,Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3
486,471,P13716|HEM2_HUMAN,244.88,53,21,26,35,22,1.6178E7,2.6861E7,1.355E7,1.2069E7,22,22,9,10,12,6,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-carbamidomethyl,36295,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1
372,364,P18428|LBP_HUMAN,244.84,49,35,21,23,14,6.8087E7,5.2385E7,3.3675E7,1.6776E7,34,34,25,8,20,7,Oxidation (M); Deamidation (NQ); Carbamidomethylation,53384,Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3
504,306,Q96NY8|NECT4_HUMAN,244.49,39,17,13,21,17,1.7038E7,1.7376E7,4.263E6,4.6749E6,19,19,13,6,10,6,Carbamidomethylation,55454,Nectin-4 OS=Homo sapiens OX=9606 GN=NECTIN4 PE=1 SV=1
460,281,Q14764|MVP_HUMAN,244.20,38,23,14,22,12,1.398E7,1.4944E7,1.3963E7,1.4349E7,29,29,15,8,14,6,Acetylation (N-term); Carbamidomethylation,99327,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4
437,384,O75936|BODG_HUMAN,244.03,56,36,8,44,15,4.3593E7,3.8695E7,1.7181E7,8.4801E6,30,30,16,6,18,8,Oxidation (M); Carbamidomethylation,44715,Gamma-butyrobetaine dioxygenase OS=Homo sapiens OX=9606 GN=BBOX1 PE=1 SV=1
440,590,P12273|PIP_HUMAN,244.03,72,55,41,53,38,1.211E8,1.5119E8,2.3497E7,1.8988E7,24,24,13,12,16,7,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,16572,Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1
429,322,Q13509|TBB3_HUMAN,243.57,44,7,7,41,23,,,1.1123E6,,28,1,3,3,29,14,Oxidation (M); Carbamidomethylation,50433,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2
406,363,P11117|PPAL_HUMAN,243.53,49,16,19,39,21,3.186E7,5.0605E7,3.2347E7,2.1049E7,29,29,9,13,22,9,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Amidation; Pyro-carbamidomethyl,48344,Lysosomal acid phosphatase OS=Homo sapiens OX=9606 GN=ACP2 PE=1 SV=3
394,433,Q9UNN8|EPCR_HUMAN,242.57,66,40,26,59,30,9.524E7,7.9648E7,3.3372E7,3.834E7,30,30,24,11,13,8,Oxidation (M); Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation; Sodium adduct; Pyro-glu from Q,26671,Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1
489,327,P00918|CAH2_HUMAN,242.46,69,28,34,51,24,1.8692E7,2.2877E7,1.8716E7,1.2856E7,23,23,9,7,14,7,Carbamidomethylation; Pyro-glu from Q,29246,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2
411,344,P19320|VCAM1_HUMAN,242.34,35,19,11,17,25,5.3585E7,4.0347E7,9.7072E6,1.7609E7,29,29,16,8,17,10,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-carbamidomethyl,81276,Vascular cell adhesion protein 1 OS=Homo sapiens OX=9606 GN=VCAM1 PE=1 SV=1
268,677,A0A0B4J1X8|HV343_HUMAN,242.17,79,31,19,69,25,,,3.209E6,9.9061E5,46,4,22,14,50,12,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Dihydroxy; 7 more,13077,Immunoglobulin heavy variable 3-43 OS=Homo sapiens OX=9606 GN=IGHV3-43 PE=3 SV=1
613,355,P10809|CH60_HUMAN,242.12,39,5,0,37,7,1.5538E5,,8.1262E6,3.7573E6,17,17,1,0,20,3,Oxidation (M); Deamidation (NQ); Carbamidomethylation,61055,60 kDa heat shock protein  mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2
423,400,P04792|HSPB1_HUMAN,241.89,92,48,45,76,53,1.9372E7,1.4564E7,2.9811E7,2.498E7,29,29,8,8,21,13,Oxidation (M); Pyro-glu from Q; Amidation,22783,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2
436,349,Q14525|KT33B_HUMAN,241.52,50,2,0,42,42,,,3.7689E6,2.6576E6,24,3,3,0,26,19,Acetylation (K); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Carbamylation; Pyro-glu from Q; 3 more,46214,Keratin  type I cuticular Ha3-II OS=Homo sapiens OX=9606 GN=KRT33B PE=1 SV=3
410,309,P05089|ARGI1_HUMAN,241.42,78,23,4,61,50,8.1151E6,9.6641E5,2.513E7,2.2051E7,25,25,6,1,30,15,Oxidation (M); Carbamidomethylation,34735,Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2
480,318,Q8NBJ4|GOLM1_HUMAN,241.33,51,10,4,43,24,1.1038E7,1.4531E6,2.1291E7,1.6277E7,22,22,4,1,24,9,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,45333,Golgi membrane protein 1 OS=Homo sapiens OX=9606 GN=GOLM1 PE=1 SV=1
432,354,P42785|PCP_HUMAN,240.93,55,26,18,34,16,2.1943E7,2.262E7,1.6134E7,6.9176E6,28,28,14,11,19,5,Oxidation (M); Deamidation (NQ); Carbamidomethylation,55800,Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1
282,576,A0A0B4J1V6|HV373_HUMAN,240.27,64,45,32,60,50,,,9.8305E6,3.6219E6,34,5,36,15,34,6,Acetylation (N-term); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Methylation(KR); 9 more,12858,Immunoglobulin heavy variable 3-73 OS=Homo sapiens OX=9606 GN=IGHV3-73 PE=3 SV=1
468,779,P04216|THY1_HUMAN,239.68,61,30,32,60,48,3.8122E8,2.659E7,3.6301E7,2.6264E7,18,18,8,5,19,10,Deamidation (NQ); Carbamidomethylation,17935,Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2
516,711,Q96DA0|ZG16B_HUMAN,239.17,43,38,33,26,26,5.8937E7,5.455E7,1.5479E7,2.2931E7,18,18,15,6,8,5,Deamidation (NQ); Mutation,22739,Zymogen granule protein 16 homolog B OS=Homo sapiens OX=9606 GN=ZG16B PE=1 SV=3
592,416,P13929|ENOB_HUMAN,238.98,35,18,8,20,8,,3.0631E6,,,19,1,10,3,11,2,Acetylation (N-term); Oxidation (M); Phosphorylation (STY); Carbamidomethylation,46987,Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5
462,527,P06870|KLK1_HUMAN,238.90,73,50,45,31,36,4.1998E7,6.6325E7,2.8584E7,3.3884E7,21,21,16,11,10,7,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,28890,Kallikrein-1 OS=Homo sapiens OX=9606 GN=KLK1 PE=1 SV=2
614,313,Q9BXP8|PAPP2_HUMAN,238.89,18,5,6,10,1,3.4611E6,5.6694E6,2.4169E6,2.9165E5,21,21,6,7,10,1,Carbamidomethylation,198537,Pappalysin-2 OS=Homo sapiens OX=9606 GN=PAPPA2 PE=1 SV=4
541,557,P61224|RAP1B_HUMAN,237.96,58,34,31,38,33,2.6589E7,2.6701E7,5.2173E6,2.45E6,17,15,12,5,9,4,Carbamidomethylation,20825,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1
579,461,P07737|PROF1_HUMAN,237.90,89,59,17,64,37,2.232E7,1.3785E7,1.6932E7,1.1989E7,17,17,10,2,10,5,Oxidation (M); Carbamidomethylation; Pyro-carbamidomethyl,15054,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2
424,407,Q6Q788|APOA5_HUMAN,237.90,59,15,4,54,24,5.705E6,8.8705E6,3.4624E7,2.5375E7,26,26,6,1,32,11,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,41213,Apolipoprotein A-V OS=Homo sapiens OX=9606 GN=APOA5 PE=1 SV=1
551,320,P05156|CFAI_HUMAN,237.84,41,8,6,32,13,4.676E6,5.4815E6,1.7993E7,6.4524E6,22,22,4,2,17,6,Oxidation (M); Deamidation (NQ); Carbamidomethylation,65750,Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2
415,920,A0A075B6I6|LV150_HUMAN,236.87,57,53,35,36,9,,,,,28,0,33,9,7,2,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q; Ethylation; Deoxy; 2 more,12339,Probable non-functional immunoglobulin lambda variable 1-50 OS=Homo sapiens OX=9606 GN=IGLV1-50 PE=5 SV=1
562,436,P52209|6PGD_HUMAN,236.84,42,10,7,24,25,9.3657E6,2.2147E6,8.5443E6,8.97E6,23,23,5,4,11,8,Oxidation (M); Carbamidomethylation,53140,6-phosphogluconate dehydrogenase  decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3
416,440,P02763|A1AG1_HUMAN,236.22,75,51,32,54,42,1.2213E7,2.0115E6,9.3494E6,7.4158E6,32,22,21,8,16,6,Deamidation (NQ); Carbamidomethylation,23512,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1
647,633,P27105|STOM_HUMAN,236.10,45,19,7,40,19,2.8735E6,5.5108E6,7.5655E6,5.549E6,14,14,4,4,9,5,Oxidation (M); Phosphorylation (STY); Carbamidomethylation; Ubiquitination,31731,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3
494,294,P28838|AMPL_HUMAN,235.69,57,16,3,47,13,2.5559E6,1.64E6,1.3709E7,3.1956E6,25,25,5,3,22,6,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,56166,Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3
414,367,P06865|HEXA_HUMAN,235.65,54,31,12,26,21,4.3113E7,4.6597E7,1.6891E7,5.3192E6,37,37,20,10,14,8,Oxidation (M); Deamidation (NQ); Carbamidomethylation,60703,Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2
476,370,P40121|CAPG_HUMAN,235.60,63,39,36,26,25,2.2661E7,2.3785E7,4.342E6,5.5933E6,21,21,17,12,6,5,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Mutation,38499,Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2
517,335,P55786|PSA_HUMAN,235.35,32,9,6,23,4,7.7601E6,2.469E6,6.9867E6,2.2746E6,24,24,7,5,18,3,Deamidation (NQ); Carbamidomethylation,103276,Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2
449,362,Q14697|GANAB_HUMAN,235.20,35,8,10,23,5,6.155E6,9.7439E6,8.0439E6,2.0548E6,32,32,11,9,19,6,Oxidation (M); Carbamidomethylation,106874,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3
304,480,Q14CN4|K2C72_HUMAN,234.87,29,7,3,23,15,,,8.2763E5,1.2539E6,36,3,20,12,34,13,Acetylation (N-term); Oxidation (M); Acetylation (K); Deamidation (NQ); Carbamylation; 5 more,55877,Keratin  type II cytoskeletal 72 OS=Homo sapiens OX=9606 GN=KRT72 PE=1 SV=2
293,529,Q7RTS7|K2C74_HUMAN,233.64,20,8,6,14,14,,,,,36,0,23,16,31,14,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Dehydration; 5 more,57865,Keratin  type II cytoskeletal 74 OS=Homo sapiens OX=9606 GN=KRT74 PE=1 SV=2
530,394,Q08188|TGM3_HUMAN,233.45,28,9,2,19,5,6.4517E6,5.7652E6,1.4451E7,4.8947E6,20,20,6,1,19,5,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Pyro-glu from Q,76632,Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4
367,748,A0A087WSZ0|KVD08_HUMAN,232.75,47,40,28,38,35,8.6055E6,1.5255E7,4.5448E5,,38,5,9,6,29,18,Acetylation (N-term); Acetylation (K); Deamidation (NQ); Amidation; Biotinylation; 3 more,12837,Immunoglobulin kappa variable 1D-8 OS=Homo sapiens OX=9606 GN=IGKV1D-8 PE=3 SV=6
510,395,Q9Y334|VWA7_HUMAN,232.71,22,13,13,9,3,2.5471E7,2.258E7,4.0269E6,1.0205E6,19,19,15,9,8,2,Oxidation (M); Deamidation (NQ),96060,von Willebrand factor A domain-containing protein 7 OS=Homo sapiens OX=9606 GN=VWA7 PE=2 SV=4
433,688,P13987|CD59_HUMAN,232.61,50,16,19,49,49,4.2093E6,3.0543E7,1.4565E8,1.4185E8,21,21,2,6,27,14,Deamidation (NQ); Carbamidomethylation,14177,CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1
484,415,O76011|KRT34_HUMAN,232.31,43,2,0,32,35,,,2.2392E6,2.8431E6,26,7,3,0,18,16,Acetylation (N-term); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Dehydration; 4 more,49424,Keratin  type I cuticular Ha4 OS=Homo sapiens OX=9606 GN=KRT34 PE=1 SV=2
522,424,Q14703|MBTP1_HUMAN,232.16,26,18,5,8,3,2.017E7,1.1326E7,4.0773E6,1.379E6,25,25,19,4,6,3,Oxidation (M); Deamidation (NQ); Carbamidomethylation,117748,Membrane-bound transcription factor site-1 protease OS=Homo sapiens OX=9606 GN=MBTPS1 PE=1 SV=1
568,532,P30086|PEBP1_HUMAN,231.87,79,25,6,64,56,1.1123E7,3.9258E6,9.9153E6,8.9117E6,14,14,6,1,15,6,Deamidation (NQ); Carbamidomethylation,21057,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3
421,365,Q00796|DHSO_HUMAN,231.74,68,18,23,49,36,1.7743E7,5.1695E7,3.5618E7,2.5061E7,30,30,6,7,27,10,Acetylation (N-term); Oxidation (M); Carbamidomethylation,38325,Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4
